IDX_STUDENT,COD_PROGRAMA,JORNADA,DURACION,PERIODO_INGRESO,ESTADO_CIVIL,ESTRATO,CONDICION_EXCEPCION,TIPO_COLEGIO,RANGO_INGRESOS,RANGO_GASTOS,TIPO_VIVIENDA,PUNTAJE_ICFES,PCN,PLC,PMA,PSC,PIN
STUDENT_1093,0.0017241379310344827,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2,0.4444444444444444,0.375,-0.6666666666666666,0.6363636363636364,0.2
STUDENT_628,-0.9982758620689656,0.0,0.0,0.75,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.9,1.6666666666666667,0.875,0.5,0.5454545454545454,0.2
STUDENT_1267,-0.9982758620689656,0.0,0.0,0.875,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.25,1.7777777777777777,0.5,0.8333333333333334,0.36363636363636365,1.6
STUDENT_288,0.01896551724137931,1.0,1.0,0.625,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,-2.025,0.4444444444444444,-0.25,1.3333333333333333,-4.636363636363637,-4.8
STUDENT_437,0.0017241379310344827,1.0,1.0,0.125,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.2,0.8888888888888888,0.5,-0.25,-0.45454545454545453,0.3
STUDENT_806,-0.9982758620689656,0.0,0.0,-0.375,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.175,-0.2222222222222222,-0.5,-0.5833333333333334,-0.09090909090909091,0.7
STUDENT_553,0.0017241379310344827,0.0,0.0,0.25,0.0,1.0,0.0,0.0,5.0,5.0,-1.0,-0.1,0.0,-0.625,0.3333333333333333,0.18181818181818182,-0.5
STUDENT_1063,0.0017241379310344827,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.1111111111111111,0.0,-0.08333333333333333,1.1818181818181819,-0.6
STUDENT_1740,0.0,1.0,1.0,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.825,-0.7777777777777778,-0.625,-1.0,-0.36363636363636365,-0.5
STUDENT_1638,0.0,1.0,1.0,-0.125,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.325,-0.3333333333333333,-0.75,1.0,-0.36363636363636365,1.3
STUDENT_1252,0.0,0.0,0.0,0.625,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.175,0.4444444444444444,0.25,-0.16666666666666666,0.2727272727272727,0.0
STUDENT_1389,0.0017241379310344827,0.0,0.0,-0.25,0.0,-1.0,3.0,0.0,0.0,0.0,-1.0,-0.975,-0.7777777777777778,-1.0,-0.75,-0.6363636363636364,-0.8
STUDENT_778,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.55,1.0,1.25,-0.8333333333333334,0.36363636363636365,0.9
STUDENT_206,-0.9982758620689656,0.0,0.0,-0.75,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.425,-0.6666666666666666,-1.0,-0.5,0.36363636363636365,-0.2
STUDENT_851,-0.9982758620689656,0.0,0.0,0.125,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-0.375,-0.7777777777777778,-0.375,0.4166666666666667,-0.45454545454545453,-0.6
STUDENT_1370,0.0017241379310344827,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.05,-0.5555555555555556,-1.375,-0.4166666666666667,-1.1818181818181819,-0.7
STUDENT_1358,0.0017241379310344827,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.125,0.2222222222222222,-0.25,0.3333333333333333,0.0,-0.8
STUDENT_1665,0.0,1.0,1.0,-0.125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.175,0.0,0.0,-0.16666666666666666,-0.36363636363636365,-0.1
STUDENT_84,-0.9982758620689656,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.175,-0.6666666666666666,0.75,-0.25,0.36363636363636365,0.5
STUDENT_1603,0.0017241379310344827,0.0,0.0,-0.875,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-0.9,-0.4444444444444444,-1.75,-0.5833333333333334,-1.2727272727272727,0.3
STUDENT_1736,0.0,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.975,-0.8888888888888888,-0.25,0.08333333333333333,-0.18181818181818182,-2.8
STUDENT_1345,0.0017241379310344827,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.325,-0.6666666666666666,-1.5,-0.8333333333333334,-1.0,-1.3
STUDENT_421,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.175,0.2222222222222222,-0.75,0.4166666666666667,-0.2727272727272727,-0.5
STUDENT_1686,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.05,-0.7777777777777778,-1.25,-0.8333333333333334,-0.8181818181818182,-0.6
STUDENT_630,-0.9982758620689656,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.35,-0.2222222222222222,-0.75,-0.25,-0.09090909090909091,-0.2
STUDENT_1266,-0.9982758620689656,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.65,-0.6666666666666666,-0.5,0.16666666666666666,-1.7272727272727273,0.1
